20																																																																																																																																																																																																							
120																																																																																																																																																																																																							
200																																																																																																																																																																																																							
4																																																																																																																																																																																																							
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	16	17	8	15	12	8	9	6	17	4	18	12	13	9	3	9	3	18	19	0	2	11	12	0	19	5	17	19	11	19	13	14	8	19	15	16	10	17	2	7	15	1	9	18	4	10	14	4	16	18	4	17	2	6	6	15	1	19	11	5	13	13	13	18	19	12	14	5	7	14	16	11	0	13	7	8	3	6	8	6	17	2	1	3	5	11	6	14	19	6	11	0	17	17	10	6	0	8	15	17																																																																																
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	0	8	8	5	14	16	15	3	12	13	0	8	8	2	0	14	16	13	11	18	15	0	8	4	10	11	7	12	4	14	3	19	2	19	17	7	9	1	15	6	14	18	8	15	14	1	8	9	7	2	3	10	16	14	15	10	0	10	12	9	17	6	1	8	0	13	19	10	14	1	8	11	15	18	16	19	18	2	11	12	17	6	11	17	18	16	16	4	19	10	18	6	16	11	2	0	2	13	7	8	7																																																																																
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	84	42	64	39	56	62	32	34	86	33	83	18	93	35	45	37	39	96	97	38	31	60	45	33	48	81	35	41	19	73	49	64	79	70	30	78	91	26	59	56	42	13	25	89	72	70	13	10	33	94	58	45	18	47	80	18	59	37	10	42	90	81	26	76	77	29	97	18	69	72	78	41	60	83	58	26	13	98	29	86	75	56	96	42	79	41	29	72	98	36	35	11	27	41	82	88	12	88	64	44																																																																																
7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	7781	70	39	25	59	19	60	10	32	69	56	25	14	43	44	37	20	66	11	31	41	38	33	39	67	34	28	58	47	44	31	53	18	22	62	52	19	63	32	50	36	15	72	44	20	28	66	22	59	59	58	41	9	10	73	20	27	66	25	37	24	22	22	46	30	58	71	23	35	24	60	29	41	24	58	58	47	58	9	20	62	46	60	31	57	20	30	22	71	19	12	54	50	34	23	8	14	48	60	30	44																																																																																
51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	51993	21317	18198	16638	35355	25477	47313	20797	40554	35355	45754	12999	26517	12479	35355	37435	36395	20797	19238	24957	48873	17158	14558	21317	37955	37955	22877	40035	30676	27556	21837	36395	7799	42634	15598	22877	28596	32756	36395	20277	39515	27036	43674	42114	34315	36915	10399	36915	19758	24437	27036	48873	49913	34835	15078	31196	36915	19758	10919	11439	31196	15078	42634	24437	14038	17158	12479	34315	46274	43154	22357	46274	47833	36395	28596	17158	36915	40035	20277	27036	30156	36915	24437	44194	25477	49393	41074	51473	20277	29636	21317	11959	36915	29116	24437	11959	47833	40035	5200	14038	8319																																																																																
4	7	6	6	3	8	2	13	2	10	17	1	19	9	14	9	5	10	9	4	6	16	2	19	4	3	5	8	11	0	16	18	8	13	11	19	14	12	1	8	10	0	1	5	18	2	4	3	8	9	12	6	14	17	13	12	6	13	10	12	5	14	1	12	15	8	18	18	18	12	15	8	12	4	9	19	11	13	2	16	12	11	2	5	9	3	10	5	16	5	5	3	10	17	19	2	15	0	6	17	3	16	18	5	19	2	18	14	11	4	4	13	9	11	16	14	12	8	11	15	11	0	0	7	9	5	17	7	2	16	13	16	3	5	4	10	14	17	2	19	6	6	9	4	3	7	19	18	16	16	14	12	12	10	13	3	10	7	11	14	13	2	16	0	5	18	6	1	15	4	17	11	4	1	8	17	15	9	10	2	13	2	11	14	19	19	15	0	14	12	17	7	9	7	10	13	11	17	14	15
1	15	15	8	2	0	4	7	6	4	3	4	12	11	13	10	14	18	4	5	17	1	3	18	15	18	0	14	14	8	17	11	1	18	16	15	0	8	17	17	19	6	7	3	10	15	18	1	19	0	11	2	10	8	0	19	9	17	0	17	8	11	8	4	5	4	17	3	13	18	8	11	0	3	13	17	0	9	9	10	3	4	19	1	14	8	16	19	0	4	15	19	3	18	2	17	7	17	14	13	6	11	7	2	8	14	6	8	3	16	0	14	8	10	7	16	2	16	7	6	18	5	9	13	1	17	19	10	8	4	11	5	12	12	14	8	6	0	1	9	0	3	17	8	15	2	14	5	12	2	12	15	9	15	6	11	11	14	15	5	8	18	14	14	18	1	1	6	12	11	1	1	10	5	5	4	4	12	1	13	1	11	8	19	13	5	2	11	15	7	6	16	18	9	2	10	12	9	4	9
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	71	92	32	46	69	27	36	37	13	71	15	48	71	96	30	63	75	13	76	83	24	26	10	27	72	18	71	47	15	92	17	58	24	69	12	98	58	63	56	48	86	31	78	20	78	34	92	40	20	43	33	77	69	24	51	63	85	55	51	24	44	74	71	13	32	57	40	30	77	63	85	52	10	35	12	45	94	97	46	74	78	47	28	93	15	59	94	51	36	41	18	44	16	33	87	19	47	65	86	47	35	69	88	60	38	60	31	82	48	11	98	41	29	54	67	87	61	87	33	92	46	78	78	81	50	63	96	66	59	38	72	80	32	58	81	66	62	73	37	93	97	34	11	39	87	35	13	14	77	38	29	71	67	74	60	78	47	31	10	24	46	76	80	19	14	66	92	15	80	97	28	51	26	12	18
7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380
7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380
7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380
7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380
