20	
120	
40	
4	
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	11	8	15	17	11	6	7	15	14	1	3	0	14	5	2	10	0	0	3	7	1	15	3	8	11	1	15	0	6	15	5	9	13	1	4	19	19	4	2	6	11	6	8	18	17	14	0	0	7	10	14	11	0	13	6	8	4	5	19	1	11	13	14	13	15	12	0	12	16	8	5	13	16	18	15	11	7	2	12	0	5	17	8	4	16	3	13	19	3	10	7	18	1	18	0	2	17	15	9	0	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	0	14	5	4	3	19	2	4	8	16	9	9	18	13	12	8	19	16	6	1	6	5	5	17	3	17	8	10	17	12	18	10	15	9	6	8	18	17	12	13	18	9	8	15	11	6	11	3	14	5	14	1	16	19	4	17	16	2	7	10	0	2	3	3	19	0	18	7	15	4	7	13	15	13	0	6	3	9	17	19	2	14	0	12	15	11	14	2	5	10	6	16	15	16	4	10	10	19	13	11	9	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	83	60	41	91	63	77	77	96	33	90	41	79	95	64	38	38	21	18	44	61	38	82	26	99	50	49	94	65	36	74	90	44	28	24	20	65	29	34	22	32	70	22	95	51	11	93	56	62	33	68	52	68	27	19	27	45	28	23	21	14	88	79	64	45	64	14	18	78	10	96	88	82	93	51	11	16	18	73	20	52	19	22	70	80	85	44	34	48	20	54	50	46	70	40	69	57	80	40	14	72	
1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	1435	51	59	32	49	54	20	20	54	41	41	65	52	12	32	51	53	47	32	36	53	53	24	49	22	47	21	65	25	46	16	66	48	49	55	8	53	36	59	41	24	17	15	13	63	18	66	8	26	12	12	55	30	41	64	18	25	49	8	43	62	33	63	16	8	53	55	57	60	42	63	45	43	41	26	13	14	49	17	54	53	58	66	9	60	59	55	28	20	59	59	48	36	38	20	14	21	44	14	44	53	
2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	2053	267	1416	1170	1252	308	1683	1499	1191	596	2032	1991	862	1765	678	2032	1293	1560	1068	1642	1416	1704	1170	1068	1355	1581	1806	1150	1806	1991	1868	1724	1745	780	1950	329	1601	1458	1006	924	1088	1642	986	1191	719	616	329	247	1847	1478	1499	1868	1745	1416	390	596	349	883	637	1827	1293	842	1642	1355	1478	1088	1724	1293	1930	1170	1909	267	1170	1971	986	1868	329	1745	1334	637	431	247	555	1334	247	329	1355	370	719	657	1150	1847	1047	1991	862	944	370	1868	1109	1088	1930	
3	18	9	8	6	15	6	3	13	3	19	0	8	13	19	13	15	19	7	2	16	14	17	14	17	8	1	11	5	15	0	8	18	10	0	19	7	16	12	16	
16	11	3	13	4	6	11	4	6	12	0	16	0	2	17	19	7	9	12	4	3	6	13	9	3	15	8	19	13	0	3	16	0	14	15	6	16	7	2	17	
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	71	92	32	46	69	27	36	37	13	71	15	48	71	96	30	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
