10	
83	
50	
2	
0	1	2	3	4	5	6	7	8	9	0	3	2	7	4	1	2	7	6	2	8	9	6	9	0	7	8	2	3	2	6	7	5	6	3	4	8	8	2	9	0	4	9	5	5	6	6	5	9	2	3	9	4	3	2	5	9	7	6	0	6	7	5	1	4	5	4	1	8	1	0	3	3	1	1	4	0	1	8	0	3	9	8	
1	2	3	4	5	6	7	8	9	0	6	6	0	6	3	8	4	1	0	9	5	5	4	4	7	3	3	6	9	1	5	4	3	8	2	6	1	2	8	8	9	0	7	1	2	2	1	8	2	7	5	1	7	7	5	0	3	9	3	5	9	0	4	6	8	7	1	3	0	9	3	1	8	4	5	2	8	7	4	2	0	6	6	
100	100	100	100	100	100	100	100	100	100	92	58	55	32	90	44	97	25	63	12	58	24	97	25	83	47	84	41	93	93	60	79	27	76	47	96	82	85	37	73	29	21	22	86	43	88	11	39	23	85	74	38	47	90	47	42	52	15	38	80	13	64	18	97	82	31	44	89	97	21	92	37	58	53	96	88	88	63	14	42	78	57	66	
2640	2640	2640	2640	2640	2640	2640	2640	2640	2640	109	233	509	661	378	95	189	342	342	95	552	284	516	661	269	647	552	226	414	632	356	378	284	385	255	80	690	356	567	211	305	378	80	262	640	168	509	538	284	494	719	95	73	269	632	226	131	596	632	342	269	581	581	531	109	153	632	487	327	436	276	189	625	226	487	124	117	647	313	327	676	138	552	
12618	12618	12618	12618	12618	12618	12618	12618	12618	12618	5931	10094	6561	8076	3660	1767	10347	5426	12492	9842	5678	8454	6688	6940	8833	10978	2902	6309	11104	6561	5552	7949	2776	6435	6057	4669	10220	2272	11608	12492	10094	6561	2145	2019	12113	2145	8706	10599	11861	6688	2650	9337	2524	7823	9463	5426	7066	6688	11230	6057	11608	6688	1262	10725	4795	10473	4543	4164	8202	4921	12365	11987	2524	9968	7066	12239	7949	11356	4921	10220	2776	7445	3155	
9	3	3	8	6	9	3	3	7	4	5	0	4	6	5	1	6	0	0	7	9	1	8	5	9	0	3	7	9	3	8	7	1	2	2	8	7	5	3	6	6	1	0	5	5	0	2	6	4	8	
5	8	6	0	7	2	2	9	1	9	3	8	6	1	6	6	2	2	9	6	7	2	9	2	4	1	7	4	1	4	1	9	8	4	5	5	0	4	1	3	5	0	7	0	7	6	0	4	3	3	
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	71	92	32	46	69	27	36	37	13	71	15	48	71	96	30	63	75	13	76	83	24	26	10	27	72	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	5235	
