10	
83	
25	
2	
0	1	2	3	4	5	6	7	8	9	6	8	9	0	9	3	8	3	4	0	8	7	3	3	5	3	0	7	9	9	2	8	3	8	7	6	1	5	4	0	6	5	6	9	6	1	2	1	9	4	5	1	3	5	0	2	2	7	0	4	4	0	2	1	5	9	1	7	2	3	7	9	5	0	6	2	4	5	7	1	4	6	8	
1	2	3	4	5	6	7	8	9	0	9	5	3	6	8	6	6	1	0	3	0	4	9	5	4	8	7	5	4	6	6	1	2	7	6	1	7	9	3	2	5	0	2	7	3	3	0	4	1	8	7	9	7	8	9	9	5	0	8	6	2	4	4	0	2	2	8	2	7	0	1	5	1	5	4	8	9	3	9	6	7	0	4	
100	100	100	100	100	100	100	100	100	100	69	44	67	80	89	24	99	42	42	67	83	96	91	97	54	97	25	75	34	63	52	81	84	92	99	20	92	26	58	78	41	79	79	64	74	22	27	28	40	26	62	75	84	92	98	23	90	24	78	91	28	41	44	91	83	11	65	77	96	71	69	61	86	70	59	31	32	60	72	96	41	74	21	
1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	38	20	44	13	22	78	52	68	38	57	36	66	29	29	73	62	26	32	26	12	29	49	46	81	18	27	15	65	32	64	60	68	26	64	60	22	28	76	54	13	25	48	34	15	78	48	81	69	26	11	44	9	34	81	69	76	65	47	46	65	19	52	30	35	63	41	50	61	35	65	15	57	35	
1477	1477	1477	1477	1477	1477	1477	1477	1477	1477	473	754	429	1359	178	1034	1064	148	1329	1123	192	857	606	694	975	1329	1137	237	473	443	517	680	1462	1182	1093	576	281	621	768	532	1064	503	355	532	1226	1388	163	1285	842	384	562	1019	1078	1108	1388	325	1241	1049	1064	960	1137	562	680	266	680	1078	237	1329	975	1034	1034	1137	237	207	739	414	311	857	1137	872	768	192	222	
3	0	5	9	1	0	5	8	7	2	4	2	9	2	8	9	4	2	7	5	5	0	1	7	1	
1	5	0	4	7	9	4	7	5	9	1	8	0	7	4	7	6	5	3	1	8	3	8	9	5	
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	
