20	
120	
40	
4	
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	11	8	15	17	11	6	7	15	14	1	3	0	14	5	2	10	0	0	3	7	1	15	3	8	11	1	15	0	6	15	5	9	13	1	4	19	19	4	2	6	11	6	8	18	17	14	0	0	7	10	14	11	0	13	6	8	4	5	19	1	11	13	14	13	15	12	0	12	16	8	5	13	16	18	15	11	7	2	12	0	5	17	8	4	16	3	13	19	3	10	7	18	1	18	0	2	17	15	9	0	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	0	14	5	4	3	19	2	4	8	16	9	9	18	13	12	8	19	16	6	1	6	5	5	17	3	17	8	10	17	12	18	10	15	9	6	8	18	17	12	13	18	9	8	15	11	6	11	3	14	5	14	1	16	19	4	17	16	2	7	10	0	2	3	3	19	0	18	7	15	4	7	13	15	13	0	6	3	9	17	19	2	14	0	12	15	11	14	2	5	10	6	16	15	16	4	10	10	19	13	11	9	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	83	60	41	91	63	77	77	96	33	90	41	79	95	64	38	38	21	18	44	61	38	82	26	99	50	49	94	65	36	74	90	44	28	24	20	65	29	34	22	32	70	22	95	51	11	93	56	62	33	68	52	68	27	19	27	45	28	23	21	14	88	79	64	45	64	14	18	78	10	96	88	82	93	51	11	16	18	73	20	52	19	22	70	80	85	44	34	48	20	54	50	46	70	40	69	57	80	40	14	72	
2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	201	233	127	193	215	80	80	215	164	162	257	207	45	125	201	209	186	127	143	212	209	93	193	85	188	82	260	98	183	64	262	191	193	220	30	209	143	233	164	93	67	59	51	252	72	262	32	101	48	48	220	119	162	254	72	98	196	32	172	246	130	252	64	30	212	220	225	238	167	252	180	172	164	101	51	56	193	67	215	212	230	262	35	238	233	217	109	80	233	236	191	143	151	80	56	82	175	53	175	209	
20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	20522	2668	14160	11698	12519	3079	16828	14981	11903	5952	20317	19906	8620	17649	6773	20317	12929	15597	10672	16418	14160	17033	11698	10672	13545	15802	18059	11493	18059	19906	18675	17239	17444	7799	19496	3284	16007	14571	10056	9235	10877	16418	9851	11903	7183	6157	3284	2463	18470	14776	14981	18675	17444	14160	3900	5952	3489	8825	6362	18265	12929	8414	16418	13545	14776	10877	17239	12929	19291	11698	19086	2668	11698	19701	9851	18675	3284	17444	13339	6362	4310	2463	5541	13339	2463	3284	13545	3694	7183	6567	11493	18470	10466	19906	8620	9440	3694	18675	11082	10877	19291	
3	18	9	8	6	15	6	3	13	3	19	0	8	13	19	13	15	19	7	2	16	14	17	14	17	8	1	11	5	15	0	8	18	10	0	19	7	16	12	16	
16	11	3	13	4	6	11	4	6	12	0	16	0	2	17	19	7	9	12	4	3	6	13	9	3	15	8	19	13	0	3	16	0	14	15	6	16	7	2	17	
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	71	92	32	46	69	27	36	37	13	71	15	48	71	96	30	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	7175	
