20	
220	
40	
3	
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	11	8	15	17	11	6	7	15	14	1	3	0	14	5	2	10	0	0	3	7	1	15	3	8	11	1	15	0	6	15	5	9	13	1	4	19	19	4	2	6	11	6	8	18	17	14	0	0	7	10	14	11	0	13	6	8	4	5	19	1	11	13	14	13	15	12	0	12	16	8	5	13	16	18	15	11	7	2	12	0	5	17	8	4	16	3	13	19	3	10	7	18	1	18	0	2	17	15	9	0	3	19	9	12	14	1	3	14	15	16	16	19	8	17	1	8	18	16	6	2	5	5	12	12	0	8	16	12	4	1	16	19	5	2	12	2	15	14	6	14	7	7	5	9	17	10	7	9	19	3	18	19	15	4	2	10	4	10	1	19	5	0	4	4	1	16	2	16	5	10	8	8	10	14	14	11	14	13	6	11	10	7	2	5	14	14	13	9	9	18	13	13	9	6	1	8	7	10	19	18	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	0	14	5	4	3	19	2	4	8	16	9	9	18	13	12	8	19	16	6	1	6	5	5	17	3	17	8	10	17	12	18	10	15	9	6	8	18	17	12	13	18	9	8	15	11	6	11	3	14	5	14	1	16	19	4	17	16	2	7	10	0	2	3	3	19	0	18	7	15	4	7	13	15	13	0	6	3	9	17	19	2	14	0	12	15	11	14	2	5	10	6	16	15	16	4	10	10	19	13	11	9	16	1	7	5	12	14	6	10	14	5	3	3	0	2	10	1	16	2	10	11	2	4	14	8	8	18	7	7	18	17	14	8	17	12	0	15	17	2	1	18	15	10	18	17	8	0	17	12	16	8	17	9	11	14	0	8	16	17	18	2	9	5	10	1	19	8	18	12	16	12	2	11	15	8	5	6	4	5	0	8	3	12	5	8	17	19	7	6	14	7	1	18	18	15	11	10	3	13	6	3	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	83	60	41	91	63	77	77	96	33	90	41	79	95	64	38	38	21	18	44	61	38	82	26	99	50	49	94	65	36	74	90	44	28	24	20	65	29	34	22	32	70	22	95	51	11	93	56	62	33	68	52	68	27	19	27	45	28	23	21	14	88	79	64	45	64	14	18	78	10	96	88	82	93	51	11	16	18	73	20	52	19	22	70	80	85	44	34	48	20	54	50	46	70	40	69	57	80	40	14	72	52	23	39	47	35	69	36	22	59	21	34	24	13	21	63	80	14	68	80	14	38	51	91	93	58	44	68	28	84	65	28	16	87	29	92	91	94	33	78	98	19	59	15	15	58	96	35	36	23	14	53	84	57	17	25	34	56	24	97	32	22	50	19	78	45	48	22	52	86	12	76	15	48	28	79	20	35	41	78	19	69	85	59	68	85	99	82	93	40	62	36	15	45	43	62	32	35	32	60	68	
2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	660	764	417	634	704	261	261	704	539	530	843	678	148	408	660	686	608	417	469	695	686	304	634	278	617	270	851	322	599	209	860	625	634	721	96	686	469	764	539	304	218	191	165	825	235	860	105	330	157	157	721	391	530	834	235	322	643	105	565	808	426	825	209	96	695	721	738	782	547	825	591	565	539	330	165	183	634	218	704	695	756	860	113	782	764	712	356	261	764	773	625	469	495	261	183	270	573	174	573	686	530	330	435	408	678	634	747	495	738	747	339	426	547	825	443	782	521	200	591	634	686	235	313	513	860	218	322	382	756	313	547	235	443	209	139	504	513	270	382	278	582	756	669	747	304	625	461	773	252	773	582	322	730	478	582	747	591	591	322	530	825	365	270	608	191	356	287	599	165	339	730	573	148	148	382	417	669	261	565	808	113	296	487	695	712	348	382	747	365	808	131	704	756	339	843	573	721	304	478	825	
2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	267	1416	1170	1252	308	1683	1498	1190	595	2032	1991	862	1765	678	2032	1293	1560	1067	1642	1416	1703	1170	1067	1355	1580	1806	1149	1806	1991	1868	1724	1744	780	1950	329	1601	1457	1006	924	1088	1642	985	1190	719	616	329	247	1847	1478	1498	1868	1744	1416	390	595	349	883	637	1826	1293	842	1642	1355	1478	1088	1724	1293	1929	1170	1909	267	1170	1970	985	1868	329	1744	1334	637	431	247	554	1334	247	329	1355	370	719	657	1149	1847	1047	1991	862	944	370	1868	1108	1088	1929	1888	206	1765	1375	678	370	739	1560	513	1396	1478	1396	390	616	2032	1744	1273	657	1826	1396	1396	657	472	862	1970	1375	1170	1047	1170	1149	1334	1375	1909	206	1929	1785	1929	1847	965	883	1888	1478	1478	1478	1929	349	1047	842	1416	452	1355	1129	985	1211	390	1826	1970	944	595	1478	1478	370	1929	595	801	226	862	903	760	452	862	1785	1334	1231	267	1334	1539	1334	1539	1744	1457	985	862	1539	1826	1683	1519	801	1375	349	2011	1765	390	1642	1765	206	883	370	1601	739	
13	3	16	18	5	6	16	10	9	6	7	16	14	8	15	17	1	5	18	1	0	1	2	6	13	15	5	10	12	8	3	0	18	12	12	7	8	13	4	7	
5	0	17	6	16	15	0	8	15	9	3	5	8	16	0	12	15	19	3	18	17	0	19	3	17	8	2	0	13	18	11	10	5	19	15	13	7	0	3	10	
71	32	78	40	53	80	57	72	57	73	36	22	93	95	27	37	33	94	19	59	17	91	53	73	55	71	92	32	46	69	27	36	37	13	71	15	48	71	96	30	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	12145	
